temperature,pressure,vibration,current,voltage,operating_hours,failure
63.6,5.9,5.14,13.71,394.86,4922,1
57.37,5.38,2.55,14.26,373.99,1112,0
85.87,5.61,3.26,11.19,368.8,4689,1
61.15,5.22,4.09,13.0,346.19,3607,0
86.99,5.58,3.83,12.99,365.95,4902,1
74.77,5.61,2.08,12.66,365.81,2171,0
70.78,5.09,3.14,11.04,382.38,2105,0
69.42,4.87,3.82,9.94,370.84,2417,0
69.73,5.19,1.31,13.0,412.37,4933,1
41.87,5.66,4.9,8.59,364.14,2275,0
61.65,5.92,5.15,11.46,401.01,4738,1
75.14,6.1,1.92,6.89,383.3,1886,0
64.41,5.15,3.29,9.33,392.1,3229,0
48.14,5.7,3.96,10.25,391.19,2472,0
64.37,6.17,2.18,14.19,346.73,1560,0
85.45,6.32,3.72,13.38,379.83,1564,1
79.96,5.46,3.24,10.89,376.07,3141,0
64.26,5.35,0.8,13.46,363.01,1158,0
76.42,5.63,3.69,13.78,386.89,1071,0
60.6,4.7,1.35,11.68,405.75,2490,0
44.55,5.36,4.41,9.23,339.9,3099,0
53.91,6.02,1.99,11.58,371.98,2604,0
83.75,5.95,2.76,11.8,361.31,998,0
61.71,5.31,5.06,9.54,381.08,1913,0
62.08,5.65,3.74,12.73,375.12,1602,0
61.4,4.92,1.38,12.56,370.91,442,0
87.85,5.99,1.48,12.89,390.34,3960,1
84.51,5.45,2.1,12.56,404.54,3451,0
91.63,5.31,3.59,13.46,419.92,2960,1
63.09,5.25,3.54,11.64,368.91,1348,0
68.55,5.46,1.74,12.4,352.69,1308,0
46.8,5.19,1.25,11.2,388.39,4490,1
82.72,5.96,3.42,10.83,404.16,2239,0
50.99,5.22,2.73,14.68,392.21,1710,0
67.6,6.62,6.24,7.91,404.1,2079,1
51.83,6.53,3.05,13.75,376.62,2897,1
57.93,4.88,5.72,10.76,370.86,656,0
54.95,5.55,1.24,10.5,381.73,4094,1
57.71,5.04,0.64,12.52,375.04,4504,1
58.53,5.27,1.32,9.02,389.95,3786,0
58.42,6.9,4.78,10.37,394.55,1252,1
75.0,5.28,5.63,10.3,395.72,3844,0
51.74,5.75,1.83,11.56,387.66,3721,0
67.65,5.88,2.31,10.39,383.69,3459,0
79.62,4.8,1.25,15.2,391.92,1072,0
58.84,4.9,0.28,15.59,350.56,4007,1
56.38,4.66,4.08,7.96,383.16,3828,0
62.23,4.88,3.33,13.09,380.79,3511,0
79.16,3.5,3.02,13.72,383.2,3166,0
67.33,5.88,0.9,13.09,378.69,1391,0
58.63,6.94,5.46,10.68,386.48,4413,1
70.81,5.6,2.24,11.51,371.38,2960,0
51.77,4.51,3.8,10.5,396.94,263,0
73.18,5.05,0.82,11.16,387.1,4019,1
69.9,5.18,2.71,9.58,382.26,1814,0
61.31,4.79,3.44,11.77,369.54,3562,0
54.94,6.1,3.49,8.99,392.23,1540,0
54.36,6.07,3.23,11.6,383.1,2195,0
71.42,4.69,3.74,9.5,368.67,900,0
79.75,6.01,1.3,12.41,379.15,2865,0
57.35,6.57,3.3,10.64,389.44,2760,1
70.5,6.83,3.17,12.58,388.27,1790,1
39.96,7.51,3.35,14.16,387.31,333,1
57.98,4.87,3.11,15.18,381.39,1976,0
64.63,7.48,1.09,6.94,395.39,1061,1
54.08,5.25,1.02,10.33,398.57,3470,0
53.76,5.09,-0.32,11.39,391.06,1145,0
56.99,5.73,4.23,12.92,371.19,4581,1
68.51,5.09,4.24,8.7,364.13,4559,1
62.75,5.78,4.27,10.04,371.84,1507,0
38.14,4.58,3.46,12.26,409.3,307,0
39.55,5.33,-0.2,12.17,384.23,4470,1
57.72,6.4,1.46,12.76,411.9,1852,0
70.49,5.46,3.26,12.89,378.2,595,0
32.03,5.6,3.2,12.68,376.12,1001,0
59.0,5.83,2.67,12.39,378.89,3698,0
58.69,6.32,3.55,12.11,378.62,2306,0
81.66,4.34,3.02,13.33,368.4,1849,0
60.38,5.91,3.18,7.52,362.77,559,0
69.6,5.31,2.04,15.09,387.52,4589,1
66.7,5.62,4.47,7.59,395.82,1016,0
39.43,6.24,2.35,9.84,416.67,4359,1
74.22,4.66,1.0,11.55,373.49,4834,1
67.58,4.79,1.84,13.35,374.71,3501,0
71.1,4.15,2.48,6.01,368.43,4765,1
112.11,5.12,4.49,11.94,396.89,2294,1
39.99,6.43,2.94,13.58,392.22,1059,0
85.7,5.42,2.72,13.99,366.85,4963,1
61.55,4.56,1.13,10.61,366.47,2257,0
68.45,5.16,4.18,11.4,394.29,493,0
64.45,4.46,2.02,10.77,385.75,3732,0
59.91,4.71,2.85,11.21,391.38,4638,1
58.16,5.77,5.22,9.94,366.76,4158,1
68.95,4.68,3.76,10.22,351.83,4942,1
46.79,6.28,0.56,12.87,366.88,2277,0
74.01,5.45,0.35,12.26,390.32,1966,0
60.01,5.56,2.9,12.98,411.67,1899,0
51.44,5.31,1.18,12.43,373.56,604,0
59.6,6.04,3.97,13.41,414.14,819,0
80.09,6.05,3.06,13.76,392.45,2087,0
58.58,5.73,3.25,8.52,359.1,974,0
69.3,5.9,1.94,10.29,383.21,2978,0
56.23,5.35,5.61,11.54,392.96,733,0
74.1,5.88,7.26,11.95,343.62,4477,1
73.23,5.26,2.58,10.66,389.67,2520,0
87.18,5.5,3.53,13.82,397.59,1424,1
62.89,5.31,3.15,15.96,385.98,1108,0
73.02,5.18,2.61,12.37,379.07,2433,0
66.18,5.02,1.75,12.17,377.41,1239,0
80.55,5.83,1.37,13.7,376.53,3320,0
56.37,6.42,1.3,8.27,362.36,503,0
73.94,6.32,3.61,12.06,369.69,3853,0
62.66,4.62,2.22,13.96,373.75,3290,0
64.23,6.4,-0.87,10.71,381.7,795,0
66.1,5.28,3.67,9.55,371.65,1007,0
68.03,5.92,2.94,11.63,366.96,3947,0
63.61,4.87,5.02,11.88,391.4,3264,0
67.58,5.6,3.56,10.18,385.56,2026,0
83.94,5.72,0.78,16.19,371.91,220,0
76.83,4.46,-0.34,11.04,387.59,2965,0
75.43,5.93,1.92,9.69,373.2,3831,0
59.53,6.44,2.06,11.81,380.95,4015,1
54.33,5.38,4.41,13.82,394.63,3691,0
76.46,6.45,2.99,12.03,370.94,3676,0
75.51,5.37,4.7,12.97,362.41,4586,1
82.67,6.09,1.01,10.26,377.82,2514,0
57.75,3.95,4.45,14.98,359.55,940,0
62.25,7.19,4.08,13.12,375.84,2905,1
45.33,6.55,-0.03,14.1,375.79,3406,1
60.29,5.3,4.98,12.73,343.04,3533,0
76.96,4.12,3.14,13.65,387.96,1565,0
59.4,5.7,3.59,10.25,377.26,1956,0
72.69,4.49,1.7,11.02,397.73,2335,0
62.71,5.81,4.91,14.69,383.23,503,0
68.89,5.79,1.22,15.12,391.03,512,0
51.23,4.84,4.25,9.71,397.85,1637,0
66.02,6.28,4.23,12.5,378.02,4349,1
29.11,6.06,1.54,11.14,379.99,316,0
62.76,6.18,5.98,10.61,356.4,1124,0
45.43,5.51,3.35,12.57,398.59,2913,0
79.47,4.51,3.98,14.28,377.81,4994,1
74.33,6.18,0.71,12.9,364.91,905,0
70.6,5.31,6.18,11.36,391.1,3449,1
83.25,4.53,1.16,13.03,347.3,2916,0
53.61,6.45,4.54,11.28,373.56,2909,0
85.97,6.97,1.51,12.82,393.62,1371,1
76.19,5.47,2.07,14.79,373.43,533,0
62.16,7.01,4.18,7.85,369.23,528,1
78.63,5.56,4.54,13.59,373.76,1287,0
51.72,5.23,1.09,8.92,349.85,4357,1
55.11,5.06,4.64,14.46,390.73,2654,0
57.7,6.65,4.57,10.73,378.16,2412,1
58.65,4.95,1.59,9.56,375.92,2095,0
52.32,6.01,5.4,13.39,375.97,2257,0
79.68,5.11,0.81,12.73,380.21,1842,0
61.89,5.18,2.06,10.0,389.8,1442,0
69.23,6.22,3.72,9.49,379.22,1255,0
58.16,5.23,1.72,11.63,359.58,3304,0
43.15,5.22,3.4,9.59,388.63,493,0
68.24,6.29,3.36,9.88,387.48,3742,0
42.05,6.62,2.72,12.23,383.08,4917,1
64.18,5.95,4.25,10.07,396.13,2140,0
48.58,5.04,2.66,12.85,380.46,2178,0
88.85,5.14,3.35,14.98,396.67,2964,1
75.94,5.56,4.72,11.7,401.11,3561,0
66.27,5.72,4.19,12.26,388.73,4356,1
80.16,4.81,4.18,16.04,368.78,1429,0
54.84,6.01,1.28,9.62,378.04,1746,0
71.52,5.56,3.79,14.38,398.58,2755,0
67.4,4.3,1.68,14.14,357.54,2485,0
68.17,4.85,1.08,13.71,374.12,2937,0
80.27,5.15,2.89,14.58,374.86,4532,1
73.79,5.45,1.64,12.56,367.02,3405,0
68.46,6.82,4.19,10.83,393.09,3420,1
45.14,5.67,4.22,14.19,385.65,3976,0
53.48,4.91,0.15,14.27,369.33,3626,0
63.53,5.65,1.76,14.21,389.08,4258,1
66.12,5.25,0.81,12.09,377.62,2404,0
51.44,5.73,2.31,10.57,366.65,1371,0
93.94,5.91,3.68,12.38,369.31,1387,1
83.2,6.35,2.64,13.88,386.54,460,0
72.23,5.48,2.12,14.05,394.09,2074,0
65.86,6.65,4.95,11.14,372.7,3027,1
62.45,6.14,-0.46,12.63,388.17,3564,0
53.58,5.0,4.86,9.38,403.73,2326,0
65.93,7.05,2.18,13.97,361.12,1950,1
68.09,5.73,2.88,10.43,385.34,2646,0
50.1,4.92,2.21,13.57,392.46,2824,0
69.01,6.66,5.31,9.7,378.57,3774,1
63.14,6.95,1.15,14.06,398.57,4005,1
42.11,5.48,3.02,12.64,412.98,3875,0
54.68,5.15,3.79,10.44,385.15,4487,1
60.04,5.38,0.58,13.38,376.5,4783,1
87.65,6.0,1.62,10.82,394.65,917,1
71.68,6.39,2.78,13.5,392.63,2246,0
48.97,5.9,1.67,11.45,342.22,280,0
70.83,5.57,1.78,8.56,379.96,4569,1
46.43,6.55,2.48,10.04,374.08,4819,1
77.99,5.28,3.97,11.14,385.95,541,0
59.35,6.22,2.49,14.74,377.1,2392,0
63.88,5.3,4.62,13.8,378.72,1762,0
80.91,5.8,1.5,15.25,367.05,970,0
49.55,5.42,1.12,15.31,391.02,2974,0
48.23,5.46,5.89,10.93,404.83,2599,0
58.0,5.24,2.01,11.62,367.28,3312,0
77.46,6.44,1.03,11.18,359.04,1756,0
46.77,4.99,0.39,10.66,380.3,1996,0
31.01,4.98,4.61,8.32,379.57,1189,0
59.59,6.98,2.49,11.97,397.56,582,1
71.62,6.18,2.62,9.43,361.56,408,0
79.4,3.83,2.76,11.93,371.93,692,0
59.44,5.1,4.52,16.23,347.78,3943,0
60.06,4.23,2.73,10.98,400.62,1118,0
78.85,4.83,6.52,12.39,383.76,4593,1
42.56,3.3,3.2,13.81,373.05,4664,1
60.34,5.4,4.59,12.56,360.17,4812,1
67.29,4.7,4.21,12.58,361.54,4292,1
70.39,5.54,2.95,11.28,386.21,3361,0
58.88,4.36,2.12,11.54,363.39,4390,1
65.41,5.56,3.5,10.08,381.56,1457,0
35.14,5.21,3.77,13.69,410.64,182,0
57.1,6.55,2.14,8.52,374.79,350,1
70.44,6.49,3.25,13.94,365.58,1193,0
53.21,6.05,4.85,9.19,385.73,2487,0
65.71,5.27,6.1,13.93,361.61,1508,1
70.36,6.89,4.28,11.29,405.8,1581,1
60.89,4.41,5.79,9.54,401.05,3311,0
67.05,4.52,2.06,13.16,377.54,1198,0
53.45,5.44,4.05,13.86,366.54,4295,1
62.52,7.08,5.01,11.12,373.61,3828,1
72.32,5.36,1.66,13.44,375.57,3992,0
66.88,5.37,2.27,7.43,385.75,832,0
57.96,4.49,5.61,9.36,395.59,422,0
67.69,6.16,1.54,14.58,364.45,2157,0
73.58,6.17,0.99,11.55,395.16,3160,0
40.4,6.05,5.29,8.28,389.27,3800,0
78.91,5.06,4.8,10.6,372.38,3484,0
60.96,5.01,3.65,10.15,363.7,1361,0
70.11,4.59,2.93,11.67,381.74,905,0
79.37,5.56,2.34,11.26,364.11,1633,0
48.54,4.74,3.42,12.36,395.36,2141,0
56.49,4.68,5.37,11.86,363.14,4325,1
61.54,5.2,3.36,14.72,388.22,3924,0
55.59,5.16,6.25,12.85,378.79,3556,1
85.82,5.12,1.65,12.92,371.59,3764,1
54.72,5.83,2.97,14.33,378.46,3196,0
58.33,5.56,2.44,11.22,396.2,4759,1
67.45,5.3,1.37,9.48,362.12,1453,0
50.57,5.63,2.77,14.41,373.82,248,0
60.25,4.81,3.63,12.27,368.72,1883,0
68.81,5.57,3.79,12.28,379.42,2375,0
61.01,5.61,6.26,10.73,369.73,714,1
63.88,4.45,3.7,10.77,353.48,1924,0
58.65,6.2,4.73,13.69,364.17,339,0
46.83,4.88,3.1,13.97,404.57,1012,0
68.86,5.56,5.52,13.57,383.7,3113,0
86.06,6.32,6.6,13.59,383.19,3853,1
65.22,6.15,3.8,13.14,375.76,258,0
67.7,5.52,1.51,12.26,379.23,4758,1
73.31,5.25,2.18,11.65,373.55,4671,1
49.77,6.16,3.42,14.42,387.9,647,0
85.43,5.97,3.68,11.25,381.51,3000,1
67.43,5.07,4.05,12.74,362.43,2365,0
84.58,4.94,3.69,10.39,383.81,854,0
56.2,4.05,3.01,10.68,343.12,834,0
86.82,5.61,2.05,11.53,386.21,3891,1
74.3,5.44,3.6,10.39,358.86,2928,0
71.64,6.3,5.78,13.6,378.56,4417,1
67.81,5.75,4.53,9.3,362.08,2435,0
62.02,6.43,3.8,12.2,380.04,2024,0
79.41,5.01,4.54,12.27,388.67,623,0
66.68,6.3,2.44,8.38,402.54,1610,0
41.4,5.13,2.24,11.12,356.88,2846,0
51.59,6.04,1.88,12.51,394.63,4876,1
62.77,4.48,2.81,12.86,381.97,717,0
68.72,5.66,2.37,11.59,373.24,960,0
64.32,4.11,4.81,13.35,391.4,4588,1
79.63,5.31,2.29,11.78,376.46,1407,0
41.59,5.81,1.8,12.03,390.76,3000,0
66.72,5.14,5.91,12.5,365.12,2921,0
43.18,4.76,2.32,13.85,370.51,3965,0
74.12,6.09,3.23,10.65,394.15,3414,0
63.87,5.43,3.68,11.03,402.28,134,0
70.04,5.16,1.29,10.66,379.47,2200,0
54.63,5.53,4.85,11.34,338.19,1479,0
80.35,7.35,3.96,14.85,377.01,4345,1
77.5,6.31,5.34,13.15,380.49,536,0
72.0,6.31,1.98,9.74,376.51,4645,1
63.45,5.8,3.15,10.8,385.05,2672,0
71.96,5.62,3.06,12.75,372.85,4462,1
56.52,3.82,3.4,10.19,392.58,4079,1
75.27,5.02,0.82,10.55,362.5,408,0
84.79,5.16,3.17,14.69,398.55,4460,1
77.85,4.19,0.86,10.77,403.25,591,0
56.24,4.69,3.54,13.91,366.3,621,0
69.34,4.11,-0.19,14.51,366.3,2014,0
49.48,5.47,0.22,10.53,386.16,3025,0
71.87,6.07,4.23,10.22,362.19,1468,0
70.41,6.27,2.18,11.45,372.61,3390,0
42.56,5.79,1.52,9.82,396.54,2241,0
51.06,4.83,4.91,12.24,391.06,3329,0
61.6,4.15,3.49,11.59,409.7,4229,1
61.39,4.27,4.31,12.72,382.56,2948,0
50.49,4.61,2.75,14.79,370.84,3677,0
69.67,4.88,7.02,13.63,380.77,2671,1
68.02,5.39,2.09,12.98,377.74,332,0
62.67,4.79,5.62,8.07,377.95,1722,0
55.93,5.74,2.91,12.89,379.64,2752,0
77.58,5.34,0.52,15.45,366.02,1316,0
84.86,5.51,3.72,5.98,384.23,3639,0
59.2,6.3,3.47,13.38,358.87,621,0
57.65,4.67,1.42,11.68,369.25,4832,1
70.89,5.79,1.62,10.3,378.22,2934,0
60.7,5.49,2.96,13.6,346.11,3166,0
63.33,5.27,3.52,15.42,391.53,3299,0
73.88,6.12,-0.71,13.55,349.2,440,0
42.09,6.12,4.58,11.26,390.04,2844,0
80.82,4.84,2.26,10.11,360.61,4046,1
65.87,5.37,1.0,12.29,373.93,4038,1
60.06,5.7,4.41,13.75,387.79,158,0
63.93,5.31,2.96,11.23,412.97,3353,0
64.55,5.91,4.82,11.42,381.75,4781,1
44.23,5.7,3.66,17.64,350.26,342,0
82.94,6.78,3.0,14.16,394.31,327,1
65.5,4.43,2.77,14.3,376.52,4713,1
70.32,5.41,3.72,9.08,381.05,2702,0
76.42,4.86,2.38,10.59,388.37,226,0
52.75,5.92,1.72,12.15,346.62,4530,1
70.68,4.37,3.91,10.0,380.1,4953,1
61.79,5.74,2.78,15.2,373.85,1531,0
75.16,5.06,3.05,14.82,398.33,2268,0
39.47,4.99,4.63,10.93,390.91,4059,1
63.81,4.49,2.83,15.57,355.59,2848,0
57.77,5.17,3.02,11.99,398.94,1408,0
70.19,6.26,2.1,17.18,386.74,2225,0
70.64,5.48,3.65,12.29,356.79,1693,0
56.51,5.94,3.52,13.15,380.84,4179,1
56.45,6.67,4.35,14.8,395.52,1593,1
63.67,5.68,2.13,14.56,361.79,2130,0
54.24,5.11,2.31,13.02,400.66,3352,0
75.1,5.83,4.19,11.72,357.31,4460,1
60.57,5.12,3.38,13.03,368.13,4877,1
30.12,5.15,1.64,10.37,365.86,346,0
60.5,4.44,4.96,12.3,400.65,4619,1
52.54,6.15,0.45,9.78,372.63,1182,0
45.42,5.23,4.18,8.44,362.56,1581,0
50.15,5.63,1.1,12.1,386.68,110,0
66.31,4.77,5.83,14.52,389.92,2106,0
80.94,5.81,0.68,13.85,390.01,3541,0
68.76,4.97,4.73,11.84,375.93,3629,0
57.72,5.4,2.88,15.49,383.82,2392,0
70.47,6.11,2.45,10.86,370.25,1044,0
59.49,6.05,3.28,8.16,405.12,534,0
56.66,5.48,3.95,7.64,397.16,3591,0
51.15,4.26,1.64,9.64,396.24,2389,0
43.98,7.59,1.78,13.63,391.91,3443,1
60.32,6.72,3.97,10.73,387.8,2666,1
66.9,6.01,0.44,12.92,361.33,1859,0
63.84,4.97,2.12,15.29,389.5,3975,0
60.01,5.42,7.56,9.8,381.71,2328,1
53.65,5.12,1.55,12.96,398.95,367,0
72.3,6.38,4.72,13.08,392.11,2298,0
49.19,5.68,2.12,10.28,388.26,3787,0
74.31,4.95,3.76,14.71,354.74,4577,1
52.97,5.17,3.98,11.42,378.66,614,0
55.97,6.28,4.69,11.23,371.63,1843,0
47.4,6.62,2.7,16.22,383.79,1029,1
58.98,6.57,5.98,13.05,373.77,4031,1
76.7,6.03,2.12,13.85,375.86,1548,0
71.19,5.32,3.35,14.71,386.89,3987,0
76.74,3.23,3.37,10.7,373.52,298,0
71.27,5.71,1.32,14.5,381.82,2155,0
51.76,5.5,2.57,11.0,357.21,1880,0
61.03,5.6,3.24,10.91,367.51,4522,1
55.64,5.54,2.35,11.46,389.84,1813,0
80.97,4.57,6.66,10.76,361.55,3192,1
50.64,5.89,1.74,13.64,398.69,3604,0
75.72,5.94,4.77,12.53,394.62,2667,0
75.72,5.98,4.28,11.02,375.98,1029,0
86.96,6.16,2.98,13.35,424.98,4725,1
60.08,5.92,1.7,11.45,398.65,1519,0
73.55,5.21,1.85,11.34,365.76,2105,0
92.38,5.45,2.22,12.1,391.19,1430,1
57.59,5.56,0.32,12.93,380.99,2657,0
46.58,5.58,1.49,12.78,368.35,523,0
42.44,6.2,0.78,11.27,363.95,249,0
73.55,5.95,5.02,13.69,394.92,3563,0
42.4,6.95,3.93,11.56,371.03,1613,1
60.53,7.04,4.18,10.69,378.47,2815,1
70.25,5.56,3.88,9.06,366.18,3093,0
67.22,2.81,3.25,13.97,368.78,238,0
70.11,6.37,5.19,12.02,378.1,3825,0
67.67,5.12,2.08,12.42,385.82,1970,0
80.35,4.94,3.16,14.09,341.17,2161,0
53.57,5.22,4.12,11.05,380.25,2095,0
56.88,5.19,1.02,9.25,368.81,2918,0
55.73,5.93,7.64,12.14,401.04,2013,1
74.96,4.41,3.04,12.62,424.14,4380,1
75.8,4.75,3.21,11.47,374.61,842,0
70.41,5.74,4.89,14.95,354.17,4281,1
79.2,5.94,4.37,7.03,381.75,4333,1
50.86,5.95,3.06,14.24,376.92,3637,0
85.01,4.95,3.2,13.58,409.57,176,1
83.28,4.82,0.74,12.91,405.0,2091,0
73.83,5.15,2.17,5.33,392.98,3805,0
86.38,5.67,3.78,14.57,371.2,3122,1
45.12,6.54,3.67,9.95,390.17,4971,1
58.71,4.07,4.83,10.98,383.98,1116,0
56.18,5.35,2.82,11.66,383.62,196,0
73.66,4.57,0.92,12.81,356.63,1094,0
52.4,4.34,4.59,13.28,395.93,1654,0
74.09,6.18,5.15,13.79,381.62,1132,0
81.45,5.88,4.35,13.63,378.49,182,0
73.34,5.81,2.75,12.51,371.0,1635,0
68.41,6.14,4.57,12.83,368.1,4625,1
53.15,5.16,8.14,9.82,384.76,612,1
54.84,5.2,3.17,10.5,353.76,2022,0
80.0,7.03,1.03,13.79,391.84,1797,1
74.35,5.33,2.12,13.67,364.19,3585,0
64.53,6.01,3.94,13.45,349.12,2660,0
59.99,5.5,0.59,10.97,407.33,2014,0
40.69,4.21,3.25,13.82,367.13,4853,1
52.15,4.07,3.57,9.68,369.17,4076,1
87.94,5.09,5.3,14.15,397.02,746,1
49.63,6.24,4.97,11.48,407.82,897,0
67.27,6.05,4.3,15.37,357.0,176,0
77.09,6.14,-0.24,8.96,365.66,2783,0
49.94,4.81,4.38,15.53,366.76,841,0
67.22,6.63,4.06,11.28,394.02,1325,1
76.25,4.82,3.38,11.24,404.59,4302,1
65.15,5.65,0.4,12.39,363.8,1064,0
99.42,5.49,1.83,10.61,401.22,4881,1
44.98,5.38,1.25,11.86,369.36,411,0
77.7,6.44,-0.02,10.52,385.04,2746,0
62.93,5.01,3.0,10.6,360.93,2831,0
74.26,4.56,1.8,12.97,378.17,732,0
70.3,5.51,6.94,10.2,378.33,4863,1
56.2,5.22,2.75,10.46,375.27,4794,1
67.75,7.86,4.94,9.25,385.77,3781,1
42.71,5.97,0.65,10.99,364.89,514,0
72.24,5.21,2.2,14.62,366.74,3306,0
68.58,4.76,3.15,10.31,386.57,1642,0
72.66,4.18,1.64,10.54,400.13,871,0
77.7,4.78,2.37,12.39,379.66,4579,1
69.41,5.58,2.67,11.26,387.56,2687,0
66.78,6.5,2.65,16.46,391.37,586,0
54.43,6.29,5.78,11.67,392.46,1879,0
56.45,5.66,3.57,12.67,365.7,129,0
79.24,5.27,3.72,13.89,368.34,229,0
82.24,5.69,3.81,13.85,369.65,4314,1
62.14,5.14,3.92,12.47,408.93,2474,0
65.55,6.7,2.88,11.68,387.62,4083,1
54.14,5.37,2.52,16.05,386.95,3241,0
79.07,5.44,3.25,11.8,385.49,307,0
72.99,3.95,4.74,11.12,360.19,4286,1
88.29,5.36,4.69,10.71,409.07,4315,1
54.46,6.09,2.64,8.55,387.19,1081,0
60.46,4.75,4.15,13.64,390.85,4402,1
67.78,4.97,2.71,7.3,353.52,4601,1
72.76,6.05,3.05,11.99,391.69,2271,0
62.41,4.47,2.29,11.59,374.66,211,0
54.52,6.24,2.73,16.48,360.16,4809,1
75.58,5.13,5.01,8.34,365.69,1509,0
73.65,5.23,3.14,10.2,361.03,805,0
54.0,4.71,3.2,11.73,360.77,2879,0
81.27,5.76,0.83,11.6,380.91,4299,1
79.04,7.22,2.54,10.9,374.2,2700,1
66.61,6.05,2.64,11.84,385.01,2715,0
65.96,4.9,1.76,9.48,405.14,4957,1
71.65,6.29,3.03,12.71,378.06,3074,0
54.66,5.28,2.36,7.36,346.33,947,0
65.36,6.46,3.12,11.95,376.37,3043,0
39.17,6.06,3.18,10.8,397.9,3320,0
75.52,3.44,1.57,14.03,378.71,268,0
46.26,4.8,2.4,15.51,402.94,1084,0
83.04,6.16,3.12,11.34,386.79,1207,0
61.04,5.61,4.78,14.78,352.43,2667,0
62.46,4.78,3.39,11.37,381.64,206,0
57.47,5.06,2.01,10.07,384.46,2805,0
61.54,4.17,3.6,15.49,396.21,2178,0
82.02,5.44,5.56,13.04,407.29,3718,0
35.15,7.05,4.38,12.01,393.62,4442,1
80.32,6.06,3.82,13.37,386.61,3073,0
69.06,7.03,4.09,12.55,390.14,1653,1
50.52,6.12,5.16,11.86,377.48,2102,0
52.1,6.22,4.61,9.35,358.06,597,0
85.12,6.88,3.85,11.46,380.62,4499,1
53.65,5.76,4.6,13.25,385.48,1521,0
51.16,5.37,1.38,11.75,361.95,3574,0
78.65,6.22,0.75,13.8,399.9,4511,1
69.06,6.52,3.24,12.77,395.08,4473,1
53.74,5.16,3.1,10.24,359.42,641,0
67.6,4.99,2.18,9.36,400.49,888,0
52.69,5.6,4.24,11.69,375.38,455,0
78.21,6.08,0.21,10.95,368.32,4074,1
77.74,6.06,2.2,12.67,396.19,1326,0
71.38,4.5,2.27,10.56,379.23,349,0
69.34,6.84,0.55,10.77,408.49,4298,1
86.13,5.05,5.24,14.11,367.21,3495,1
65.0,5.31,0.96,12.3,354.03,4069,1
50.82,4.87,2.12,10.59,375.79,631,0
70.39,7.39,4.36,12.04,391.84,658,1
90.03,5.67,3.97,14.76,366.09,1719,1
52.82,4.9,1.34,12.59,360.05,1391,0
60.66,6.1,4.02,13.19,383.43,3224,0
70.0,6.04,3.43,10.5,358.04,4980,1
64.35,5.37,6.5,14.05,384.6,4213,1
53.21,6.09,3.61,16.64,374.89,1227,0
78.46,4.92,2.79,10.42,387.42,4347,1
92.84,5.15,1.72,9.64,359.24,4011,1
67.35,4.09,1.88,12.35,399.47,1207,0
54.15,4.57,1.76,13.75,377.25,4744,1
46.41,6.77,5.06,11.82,391.45,1787,1
68.1,6.65,3.03,9.89,394.4,4571,1
78.25,5.55,3.85,11.78,362.64,4403,1
70.7,6.66,5.27,13.2,393.23,4655,1
64.97,5.39,-0.54,11.19,358.62,3575,0
57.93,5.33,4.92,13.21,359.45,2677,0
51.89,5.54,3.08,14.33,409.46,2632,0
75.02,5.41,3.65,12.48,396.68,4317,1
75.97,5.35,1.76,11.94,411.1,2129,0
46.45,6.3,1.87,13.66,374.45,1243,0
84.08,5.61,3.73,10.29,381.54,4446,1
71.89,6.0,6.58,10.09,387.91,3843,1
81.8,6.22,4.5,11.47,379.82,3690,0
48.89,5.77,4.9,11.02,368.81,3898,0
48.61,4.82,2.71,10.39,366.56,1847,0
63.21,4.55,2.1,15.66,383.21,4919,1
71.03,5.6,1.83,16.34,364.0,317,0
86.56,5.38,2.27,11.29,363.58,2910,1
73.47,5.56,-0.08,12.18,385.9,3515,0
62.09,5.49,1.91,11.62,378.57,1816,0
52.68,7.31,2.16,14.21,394.06,4799,1
79.76,4.57,2.74,14.61,373.63,389,0
53.42,4.11,3.2,8.45,371.28,4797,1
84.54,5.73,3.54,12.95,386.35,3368,0
61.59,5.24,2.98,9.39,367.82,2843,0
84.09,5.72,2.13,15.52,370.13,709,0
73.15,5.91,0.05,12.88,370.72,2453,0
63.36,6.4,2.14,10.35,376.85,635,0
58.77,4.44,1.54,11.52,406.59,3391,0
60.91,5.11,3.7,11.42,359.35,3857,0
70.14,5.8,4.36,13.05,399.43,856,0
65.93,6.04,4.41,14.08,391.07,3949,0
57.87,7.04,4.14,9.7,403.5,453,1
63.01,6.17,2.8,15.68,427.05,4930,1
65.94,5.46,2.22,15.21,401.47,3991,0
39.46,4.88,1.88,10.25,393.89,4430,1
70.5,5.1,0.74,12.15,360.31,405,0
53.24,5.09,4.49,15.42,362.21,3095,0
51.16,5.96,2.74,14.47,385.4,3808,0
44.75,5.68,1.13,11.33,354.53,2314,0
43.47,4.57,1.76,13.63,389.23,4248,1
48.73,5.19,1.7,17.99,347.98,1309,0
56.49,6.11,3.06,12.21,397.28,375,0
88.44,5.75,4.6,10.73,375.17,246,1
58.69,5.9,2.48,12.34,381.9,3648,0
67.13,5.77,-0.38,12.49,368.77,4825,1
69.81,6.64,2.72,10.95,351.52,2053,1
66.57,5.67,2.77,12.88,398.52,951,0
64.07,5.23,2.66,9.49,400.04,4623,1
50.66,4.86,2.06,10.67,374.73,587,0
